,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
985,3/4/2020,Brazil,,,,Brazil,Agência Lupa,Vitamin C and warm water with lemon can prevent COVID-19.,"WhatsApp, Facebook",https://www.facebook.com/marcelinammorais/posts/2622939647803818,https://piaui.folha.uol.com.br/lupa/2020/03/04/verificamos-vitamina-coronavirus/,Portuguese,false,Vitamin C and warm water with lemon have no known effect on the novel coronavirus.,cures,['Brazil'],facebook.com,https://www.facebook.com/marcelinammorais/posts/2622939647803818,facebook.com,2020-03-04,"['vitamin', 'warm', 'water', 'lemon', 'prevent', 'covid']"
998,3/4/2020,India,,,,India,Vishvas News,Consuming large doses of Vitamin C can stop the spread of coronavirus.,Facebook,https://archive.md/wip/quFaI,https://www.vishvasnews.com/english/health/fact-check-consuming-large-doses-of-vitamin-c-cannot-stop-the-spread-of-coronavirus-the-viral-post-is-fake/,English,false,There is no evidence that consuming large doses of Vitamin C cannot stop the spread of coronavirus. ,cures,['India'],archive.md,https://www.facebook.com/photo.php?fbid=1590558544434871&set=a.1590556891101703&type=3&theater,facebook.com,2020-03-04,"['consuming', 'large', 'doses', 'vitamin', 'stop', 'spread', 'coronavirus']"
1000,3/4/2020,Denmark,,,,Denmark,TjekDet.dk,Vitamin C prevents coronavirus.,MayDay,https://www.mayday-info.dk/bange-for-coronavirus-studier-afsloerer-en-enkel-beskyttelse/,https://www.mm.dk/tjekdet/artikel/tusindvis-af-danskere-deler-nyhed-om-at-c-vitamin-forhindrer-coronavirus-fup-og-svindel-siger-ekspert,Danish,false,"Researchers reject that there should be any evidence to suggest that vitamin C intake can prevent COVID-19. With a healthy level of vitamin C, you can shorten a cold, but that does not mean that you can prevent or treat COVID-19 by consuming large amounts of vitamin C.",,['Denmark'],mayday-info.dk,https://www.mayday-info.dk/bange-for-coronavirus-studier-afsloerer-en-enkel-beskyttelse/,mayday-info.dk,2020-03-04,"['vitamin', 'prevents', 'coronavirus']"
1010,3/5/2020,United States,,,,United States,Science Feedback,Shanghai government officially recommends Vitamin C for COVID-19.,"Andrew W. Saul, Orthomolecular Medicine News Service",http://archive.md/JAQLM,https://healthfeedback.org/claimreview/no-the-shanghai-government-has-not-recommended-intravenous-vitamin-c-as-a-treatment-for-covid-19/,English,misleading,"Intravenous high-dose Vitamin C has been used to treat patients with COVID-19 in certain Chinese hospitals, but it has not been recommended by the Shanghai government. .",cures,['United States'],archive.md,http://orthomolecular.org/resources/omns/v16n16.shtml,orthomolecular.org,2020-03-05,"['shanghai', 'government', 'officially', 'recommends', 'vitamin', 'covid']"
7227,3/5/2020,Sweden,,,,Sweden,Källkritikbyrån,Vitamin C is a miracle cure for the novel coronavirus.,https://www.tv-helse.se/,https://www.tv-helse.se/c-vitamin-kina-coronaviruset/,https://kallkritikbyran.se/inga-belagg-for-att-c-vitamin-stoppar-corona-viruset/,Swedish,false,There is no cure or special treatment for coronavirus as of publication.,cures,['Sweden'],tv-helse.se,https://www.tv-helse.se/c-vitamin-kina-coronaviruset/,tv-helse.se,2020-03-05,"['vitamin', 'miracle', 'cure', 'novel', 'coronavirus']"
1120,3/9/2020,Mexico,,,,Mexico,Spondeo Media,Secretary of Health in Mexico recommends taking Vitamin C to prevent coronavirus.,Twitter,https://twitter.com/mcostanza12/status/1236114228395814912,https://spondeomedia.com/falso-la-ssa-recomienda-vitamina-c-para-prevenir-coronavirus/,Spanish,false,This false information was disseminated by a brand of nutritional products.,cures,['Mexico'],twitter.com,https://twitter.com/mcostanza12/status/1236114228395814912,twitter.com,2020-03-09,"['secretary', 'health', 'mexico', 'recommends', 'taking', 'vitamin', 'prevent', 'coronavirus']"
1154,3/10/2020,Germany,,,,Germany,Correctiv,Vitamin C kills viruses.,Facebook,https://www.facebook.com/Dr.Spitzbart/photos/a.530699313702357/2453852391387030/?type=3&theater,https://correctiv.org/faktencheck/2020/03/24/coronavirus-keine-belege-dafuer-dass-vitamin-c-viren-abtoetet,German,no evidence,There is no evidence that Vitamin C can kill viruses or fightsCOVID-19.,cures,['Germany'],facebook.com,https://www.facebook.com/Dr.Spitzbart/photos/a.530699313702357/2453852391387030/?type=3&theater,facebook.com,2020-03-10,"['vitamin', 'kills', 'viruses']"
1196,3/10/2020,Spain,,,,Spain,Newtral.es,Vitamin C and warm water with lemon are effective ways of preventing COVID-19.,WhatsApp,Unavaliable,https://www.newtral.es/ni-la-vitamina-c-ni-el-limon-previenen-el-coronavirus-la-cadena-de-whatsapp-de-una-supuesta-experta-china-llamada-laila-ahmadi/20200310/,Spanish,false,Vitamin C and warm water have no known effects on the novel coronavirus.,cures,['Spain'],N/A,Unavaliable,N/A,2020-03-10,"['vitamin', 'warm', 'water', 'lemon', 'effective', 'ways', 'preventing', 'covid']"
1209,3/11/2020,Argentina,,,,Argentina,Chequeado,Vitamin C and lemon water prevent coronavirus.,WhatsApp,Unavaliable,https://chequeado.com/el-explicador/no-no-hay-pruebas-de-que-la-vitamina-c-y-el-agua-con-limon-prevengan-el-coronavirus/,Spanish,false,There is no recommendation from the WHO or scientific evidence to support this. There is no vaccine or medication for COVID-19.,cures,['Argentina'],N/A,Unavaliable,N/A,2020-03-11,"['vitamin', 'lemon', 'water', 'prevent', 'coronavirus']"
1315,3/12/2020,Spain,China,,,"Spain, China",EFE Verifica,Vitamin C protects against the spread of the coronavirus. Lemon in hot water fights cancer. COVID-19 arises from the fusion of genetic material of a snake and a bat.,WhatsApp,Unavaliable,https://www.efe.com/efe/espana/efeverifica/el-audio-de-la-estudiante-china-vitamina-c-no-protege-frente-al-coronavirus/50001435-4194478,Spanish,false,These claims are not proven.,cures,"['Spain', 'China']",N/A,Unavaliable,N/A,2020-03-12,"['vitamin', 'protects', 'spread', 'coronavirus', 'lemon', 'hot', 'water', 'fights', 'cancer', 'covid', 'arises', 'fusion', 'genetic', 'material', 'snake', 'bat']"
5758,3/13/2020,Argentina,,,,Argentina,AFP,Vitamin C will protect you from the coronavirus.,Facebook,https://perma.cc/WHN2-JCF7,https://sprawdzam.afp.com/nie-witamina-c-nie-ochroni-cie-przed-koronawirusem,Polish,false,"This is not true, both experts and global health organizations strongly deny that Vitamin C will protect you from the coronavirus.",,['Argentina'],perma.cc,https://www.facebook.com/justsocha/posts/10222114853560666,facebook.com,2020-03-13,"['vitamin', 'protect', 'coronavirus']"
4979,3/22/2020,Greece,,,,Greece,Ellinika Hoaxes,Giving high doses of vitamin C to patients with COVID-19 has proved to be effective in combating the disease.,Various news sites,Unavaliable,https://www.ellinikahoaxes.gr/2020/03/22/vitamin-c-covid19-pseudoscience/,Greek,false,"At the moment there is only one clinical trial investigating a posible relationship between the administration of high dose vitamin C in the context of treating COVID-19. This clinical trial is still recruiting volunteers and has not published any data to this day. In addition, no scientific paper or clinical trial has confirmed that administering ultra high doses of vitamin C is effective for any condition.",cures,['Greece'],N/A,Unavaliable,N/A,2020-03-22,"['giving', 'high', 'doses', 'vitamin', 'patients', 'covid', 'proved', 'effective', 'combating', 'disease']"
3312,4/2/2020,Italy,,,,Italy,Open,New York hospitals treating coronavirus patients with vitamin C.,Media,https://nypost.com/2020/03/24/new-york-hospitals-treating-coronavirus-patients-with-vitamin-c/,https://www.open.online/2020/04/02/coronavirus-la-sperimentazione-della-vitamina-c-sui-malati-funziona-non-proprio/,Italian,false,There is no evidence that assuming doses of vitamin C cures COVID-19.,cures,['Italy'],nypost.com,https://nypost.com/2020/03/24/new-york-hospitals-treating-coronavirus-patients-with-vitamin-c/,nypost.com,2020-04-02,"['new', 'york', 'hospitals', 'treating', 'coronavirus', 'patients', 'vitamin']"
3443,4/4/2020,Spain,,,,Spain,Maldita.es,"A video of a woman who identifies herself as Isabel Bellostas Escudero, alleged ""doctor"" and ""pediatric researcher,"" who recommends the consumption of Vitamin C to prevent the coronavirus.",YouTube,Unavaliable,https://maldita.es/malditobulo/2020/04/04/vitamina-c-previene-coronavirus/,Spanish,false,There is no evidence that Vitamin C prevents the coronavirus. The alleged doctor was disqualified by the Madrid Medical College for spreading that vaccines cause autism.,cures,['Spain'],N/A,Unavaliable,N/A,2020-04-04,"['video', 'woman', 'identifies', 'isabel', 'bellostas', 'escudero', 'alleged', 'doctor', 'pediatric', 'researcher', 'recommends', 'consumption', 'vitamin', 'prevent', 'coronavirus']"
3642,4/6/2020,Mexico,,,,Mexico,Verificado,"The governor of Mexico, Omar Fayad, said on Twitter that with vitamin C improved the symptoms of COVID-19.",Twitter,https://twitter.com/omarfayad/status/1245426831022415872,https://verificado.com.mx/suplementos-no-protegen-covid19/,Spanish,misleading,Any statement about the use of food supplements to cure or prevent the spread of COVID-19 is misleading because so far none has been scientifically proven to treat this disease or has any recommendation for its medical consumption by health authorities. Its publication on Twitter can only be considered as one signle piece of anecdotal  evidence.,cures,['Mexico'],twitter.com,https://twitter.com/omarfayad/status/1245426831022415872,twitter.com,2020-04-06,"['governor', 'mexico', 'omar', 'fayad', 'said', 'twitter', 'vitamin', 'improved', 'symptoms', 'covid']"
4320,4/16/2020,Croatia,,,,Croatia,Faktograf,"The pandemic is a lie, COVID-19 can be cured with vitamin C and Bill Gates is behind it all.",Facebook post,https://archive.li/1Bbth,https://faktograf.hr/2020/04/16/pandemija-nije-laz-iza-koje-stoji-bill-gates-niti-se-covid-19-lijeci-vitaminom-c/?fbclid=IwAR0BkMRTTP1xJ5n_uPgg2nGz1uB0BB3AMYYw4gYFt055UTdc-KDGn5yAOSs,Croatian,false,The conspiracy theory is based on numerous false claims.,conspiracy theory,['Croatia'],archive.li,https://www.facebook.com/RIprijenosi/photos/a.504703396579052/1064102940639092/?type=3&theater,facebook.com,2020-04-16,"['pandemic', 'lie', 'covid', 'cured', 'vitamin', 'gates']"
5395,4/24/2020,Canada,France,,,"Canada, France",Détecteur de rumeurs,Vitamin C can cure coronavirus.,"Social media, everywhere",Unavaliable,https://www.sciencepresse.qc.ca/actualite/covid-19-depister-desinfo/2020/04/24/vitamine-guerit-coronavirus-faux,French,false,Vitamin C can not even cure a simple cold. ,cures,"['Canada', 'France']",N/A,Unavaliable,N/A,2020-04-24,"['vitamin', 'cure', 'coronavirus']"
6635,5/23/2020,India,,,,India,Newschecker,"The experts at Nanavati Hospital are giving four common treatments to all patients: Vitamin C, dry ginger, turmeric and steam.",Twitter/Facebook,https://twitter.com/harishgadappa/status/1262416881589186561?s=20,https://newschecker.in/2020/05/23/a-message-claiming-four-common-treatments-recommended-by-doctors-at-nanavati-hospital-is-fake/,English,false,No doctor from Nanavati Hospital in Mumbai has recommended the four treatments mentioned in the viral message to COVID-19 positive patients. The claim in the Whatsapp message is fake. ,cures,['India'],twitter.com,https://twitter.com/harishgadappa/status/1262416881589186561?s=20,twitter.com,2020-05-23,"['experts', 'nanavati', 'hospital', 'giving', 'common', 'treatments', 'patients', 'vitamin', 'dry', 'ginger', 'turmeric', 'steam']"
